07/12/1999,Scotland,Aberdeenshire,57.032755,-3.106968,Light,Followed a car 5 miles&#44 then hovered over a building and then disappeared. Sighted the following night. Last night there were several i
08/01/2000,England,Beech Hill,51.374313,-1.001312,Sphere,Metallic sphere spotted in the sky&#44 object was reflective&#44 didn&#39t move&#44 after a minute it had vanished from sight...
09/01/2000,England,Whittington,52.166667,-2.166667,Light,We had just turned off a slip road to get on to the motorway&#44 as I was heading back to University&#44 when I saw a light in the sky which
13/01/2000,Scotland,Motherwell,55.783333,-4,Sphere,While doing some amateur astronomy&#44 I observed a large pulsating orange sphere moving very slowly from north to south. The sphere was t
19/01/2000,England,Hertsmere,51.683333,-0.166667,Formation,7 objects bright&#44 glowing in diamond formation. came very close then rapidly flew away changing speed and direction at incredible rates
24/01/2000,England,North Lincolnshire,53.716667,-0.333333,Changing,It looked like a star but circular shaped&#44 with blue paricles dropping from it&#44 then appeared to split in two and appeared white&#44 them
10/02/2000,England,East Hagbourne,51.594529,-1.234521,Triangle,60 or more UFOs seen by 5 witnesses over fields near a small village..........
14/02/2000,England,Todmorden,53.716667,-2.083333,Light,a small ball of light or a highly reflective surface was following an aircraft&#44 i looked up and saw a plane with a smoke trail flying h
16/02/2000,Scotland,Glasgow,55.833333,-4.25,Light,4 lights in the sky stopping from high speed to 0 then moving across the sky eraticly no sound.
19/02/2000,Wales,Swansea,51.633333,-3.966667,Other,dart shaped  craft  flying silently   along the streets in swansea &#44wales&#44 uk
21/02/2000,England,Basingstoke,51.256817,-1.129562,Light,the ship was flashing in red green and yellow sort of bobing up and down and side to side it was very fast thir was no sound
